Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
10/28/2015,13,2,CLE,@,MEM,W (+30),30.8,4,13,0.308,0,3,0,4,8,0.5,1,6,7,5,3,0,3,1,12,8.5,10,Below,0.275974026,0.324675325,91.8,75.4,16.4,27.8,1.67,20,2.7,20,10.4,12,30.8,36.3,28.2,95.06,11.9
10/30/2015,13,3,CLE,,MIA,W (+10),33.933333333,13,19,0.684,0,2,0,3,5,0.6,2,3,5,4,1,0,4,3,29,21,7,Below,0.618860511,0.206286837,110.8,100,10.8,28.6,1,13.8,5.6,9.7,7.5,13.8,68.4,68.4,32.1,91.94,18.3
11/2/2015,13,4,CLE,@,PHI,W (+7),33.333333333,9,19,0.474,0,3,0,4,4,1,0,9,9,11,4,2,3,3,22,23.9,21,Below,0.717,0.63,116.2,87.9,28.3,45.8,3.67,32.4,0,22.5,12.9,8.8,47.4,53,29.5,96.48,25.5
11/4/2015,13,5,CLE,,NYK,W (+10),35.066666667,9,23,0.391,1,5,0.2,4,7,0.571,2,3,5,3,4,1,3,1,23,15,14,Below,0.427756654,0.399239544,114.7,94.1,20.6,16.7,1,9.7,5.4,7.5,6.5,9.7,41.3,44.1,36.4,93.08,11.7
11/6/2015,13,6,CLE,,PHI,W (+6),36.333333333,12,22,0.545,3,5,0.6,4,6,0.667,0,4,4,13,2,0,2,1,31,29.5,24,Average,0.811926606,0.660550459,131.9,97.1,34.8,50,6.5,34.2,0,13.8,7,5.3,61.4,62.9,30.9,91.16,24.5
11/8/2015,13,7,CLE,,IND,W (+4),35.016666667,10,23,0.435,0,3,0,9,14,0.643,0,6,6,4,0,0,2,0,29,17.5,1,Below,0.499762018,0.028557830,105.8,104.3,1.4,25,2,11.4,0,14.3,7.5,5.7,43.5,49.7,38.8,94.58,16
11/10/2015,13,8,CLE,,UTA,W (+4),37.85,11,19,0.579,1,3,0.333,8,12,0.667,3,4,7,8,2,0,5,2,31,25.6,4,Average,0.676354029,0.105680317,124.1,119,5.1,42.1,1.6,21.6,12,11.8,11.9,13.5,60.5,63.8,33.3,100.18,17.4
11/13/2015,13,9,CLE,@,NYK,W (+6),39.383333333,12,21,0.571,0,2,0,7,10,0.7,0,3,3,6,2,1,3,4,31,23.1,17,Average,0.586542531,0.431654676,105.2,84.2,21,33.3,2,18.2,0,7.1,3.8,9.1,57.1,61,32.1,93.23,22.6
11/14/2015,13,10,CLE,@,MIL,L (-3),45.05,13,27,0.481,5,11,0.455,6,12,0.5,4,8,12,5,1,3,7,3,37,24.5,-2,Above,0.543840178,-0.044395117,91.9,95.3,-3.4,35.7,0.71,11.1,7.5,18.2,12.4,15.6,57.4,57.3,38.8,91.1,23.1
11/17/2015,13,11,CLE,@,DET,L (-5),39.8,11,21,0.524,4,7,0.571,4,5,0.8,0,6,6,3,0,0,4,3,30,18,-6,Average,0.452261307,-0.150753769,106,111.8,-5.8,13,0.75,10,0,15.4,8.1,13.3,61.9,64.7,30.7,101.91,12.6
11/19/2015,13,12,CLE,,MIL,W (+15),34.983333333,9,13,0.692,1,1,1,8,9,0.889,3,6,9,6,0,0,4,3,27,24,13,Below,0.686040972,0.371605526,133.3,117.2,16.1,31.6,1.5,22.2,13,19.4,16.7,14.8,73.1,79.6,27.3,89.19,22
11/21/2015,13,13,CLE,,ATL,W (+12),33.333333333,8,15,0.533,1,2,0.5,2,2,1,2,9,11,8,0,2,3,1,19,19.4,17,Below,0.582,0.51,113.4,89.4,24,40,2.67,29.6,6.7,21.4,15.3,11.1,56.7,59.8,25,95.76,24.1
11/23/2015,13,14,CLE,,ORL,W (+14),34.966666667,7,14,0.5,0,2,0,1,5,0.2,0,6,6,13,1,0,2,0,15,16.3,29,Below,0.466158246,0.829361296,151.6,101.5,50.1,44.8,6.5,41.9,0,15.8,9.4,6.5,50,46.3,26.5,89.91,12.9
11/25/2015,13,15,CLE,@,TOR,L (-4),39.766666667,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13,Average,0.518021794,0.326906957,123.9,104.2,19.8,32,4,25.8,5.9,10.5,8.3,6.5,40.6,56.4,28.8,86.3,16.4
11/27/2015,13,16,CLE,@,CHO,W (+5),38.216666667,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1,Average,0.465765373,0.026166594,94.7,94.6,0.1,27.8,1.67,15.6,4.7,26.2,15.3,9.4,45,52.2,29.7,93.56,23.8
11/28/2015,13,17,CLE,,BRK,W (+2),35.716666667,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1,Below,0.565562296,-0.027998133,94.6,94.7,-0.1,27.8,2.5,16.1,5.1,18.9,11.8,6.5,47.7,52.8,31,100.12,20.8
12/1/2015,13,18,CLE,,WAS,L (-12),37.383333333,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12,Average,0.347748551,-0.320998663,78.5,93.7,-15.2,33.3,0.44,10.8,9.5,23.1,16,24.3,40,51,37.1,101.42,15.7
12/4/2015,13,19,CLE,@,NOP,L (-6),44.783333333,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4,Above,0.560476368,-0.089318943,105.9,111.9,-6,40,1.6,17,4.3,13.5,8.3,10.6,46.6,54.7,39.8,90.57,18.7
12/8/2015,13,20,CLE,,POR,W (+5),40.333333333,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,7,Average,0.699173554,0.173553719,115.8,103.8,11.9,14.3,1.5,10,3,23.7,14.1,6.7,60.4,64.1,32.9,91.64,26.9
12/11/2015,13,21,CLE,@,ORL,W (+35),29.416666667,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36,Below,0.809065156,1.223796034,131,70.2,60.9,42.1,2,26.7,0,11.1,6.5,13.3,66.7,67.5,34.4,93.82,30.1
12/15/2015,13,22,CLE,@,BOS,W (+12),35.7,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,17,Below,0.394957983,0.476190476,104.5,77.6,26.9,17.6,0.5,9.7,3.2,11.8,8.5,19.4,50,55.1,37.3,89.41,17.6
12/17/2015,13,23,CLE,,OKC,W (+4),39.616666667,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5,Average,0.603281447,0.126209508,116,105.1,10.9,52.4,1.57,23.4,4.8,20,11.7,14.9,48.1,54.1,38.7,92.69,19.9
12/20/2015,13,24,CLE,,PHI,W (+22),25.316666667,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,33,Below,0.817643186,1.303489138,126.8,67.9,58.9,23.5,2,16,0,13.9,9.3,8,58.8,61.3,36.2,106.18,27.6
12/23/2015,13,25,CLE,,NYK,W (+7),37.716666667,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7,Average,0.440123730,0.185594344,108.7,97.1,11.6,29.4,5,16.7,2.5,18.6,10.8,3.3,40.9,47.8,32.1,88.45,14.2
12/25/2015,13,26,CLE,@,GSW,L (-6),38.55,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9,Average,0.313878080,-0.233463035,85,96.3,-11.3,14.3,0.5,5.6,3.7,18.4,9.8,11.1,40.4,41.7,35.1,99.62,11.4
12/26/2015,13,27,CLE,@,POR,L (-29),26.45,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29,Below,0.189035917,-1.096408318,80,135.3,-55.3,50,1.67,21.7,0,16,7.4,13,30.8,39.5,32.1,91.64,6.1
12/28/2015,13,28,CLE,@,PHO,W (+4),35.383333333,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3,Below,0.356099859,0.084785681,117.9,116.9,1,31.8,3.5,30.4,0,12.9,6.3,8.7,45,50.1,20.8,89.53,10
12/29/2015,13,29,CLE,@,DEN,W (+6),34.383333333,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3,Below,0.677653902,0.087251575,87.7,85.9,1.8,18.2,0.4,5.7,7.5,8.8,8.1,14.3,56.3,61.8,40.7,100.49,24.2
1/2/2016,13,30,CLE,,ORL,W (+25),29.216666667,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,28,Below,0.862521392,0.958357102,130.4,81.8,48.5,23.1,0,13,0,17.2,8.2,0,72.2,73.4,29.9,91.18,31.2
1/4/2016,13,31,CLE,,TOR,W (+22),30.683333333,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,11,Below,0.651819663,0.358500815,139.3,117.5,21.7,35,3.5,30.4,0,8,4.3,8.7,68.2,68.9,25.8,88.39,16.3
1/6/2016,13,32,CLE,@,WAS,W (+6),39.7,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,2,Average,0.677581864,0.050377834,129.5,123.8,5.7,14.8,2,12.9,0,33.3,15.9,6.5,63.6,66.6,31,95.52,17.1
1/8/2016,13,33,CLE,@,MIN,W (+26),32.233333333,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,21,Below,0.446742503,0.651499483,131.8,103.1,28.7,30.8,2.67,32,0,37.5,21.4,12,41.7,47.2,23.3,96.79,16.1
1/10/2016,13,34,CLE,@,PHI,W (+10),37,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11,Average,0.940540541,0.297297297,108.3,93.1,15.3,64.3,4.5,25.7,0,20,9.2,5.7,75,75.1,31.3,93.39,33.3
1/12/2016,13,35,CLE,@,DAL,W (+3),41.716666667,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,2,Average,0.580103875,0.047942469,111.7,112,-0.3,33.3,1.75,21.9,7,21.2,13.2,12.5,61.8,65.8,27.5,87.45,17.9
1/14/2016,13,36,CLE,@,SAS,L (-4),37.333333333,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,9,Average,0.377678571,0.241071429,108.2,98.6,9.6,22.7,1.25,18.5,5.3,13.5,9.3,14.8,55.9,58.6,26.8,92.57,13.5
1/15/2016,13,37,CLE,@,HOU,W (+14),36.383333333,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,10,Average,0.439761796,0.274851122,91.7,80,11.7,38.9,1.75,25,4.7,13.2,8.6,14.3,53.6,57.1,24.1,93.66,21.2
1/18/2016,13,38,CLE,,GSW,L (-34),32.883333333,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34,Below,0.343639128,-1.033958439,93.8,146.2,-52.3,29.4,1.67,20,3.2,13.8,8.3,12,43.8,47.4,27.8,94.88,10.8
1/20/2016,13,39,CLE,@,BRK,W (+13),29.05,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,15,Below,0.402753873,0.516351119,103.5,77.2,26.3,33.3,1.25,21.7,0,2.8,1.8,17.4,62.5,61.8,29.5,94.19,15.8
1/21/2016,13,40,CLE,,LAC,W (+13),35.183333333,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,21,Below,0.613927049,0.596873520,132.9,102.9,30,46.2,0,38.7,3.2,10.8,7.4,0,55.9,57.3,24.1,95.5,18.4
1/23/2016,13,41,CLE,,CHI,L (-13),39.733333333,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2,Average,0.558724832,-0.050335570,104.1,104,0.1,42.9,9,23.1,5.7,25.6,14.1,2.6,40.7,43.2,33,89.4,19.3
1/25/2016,13,42,CLE,,MIN,W (+7),38.016666667,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1,Average,0.576063130,0.026304253,121.1,119.7,1.3,34.6,1.8,30,0,12.5,5.6,16.7,76.7,76.6,23.9,95.96,15.8
1/27/2016,13,43,CLE,,PHO,W (+22),31.016666667,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,16,Below,0.728640516,0.515851693,135,110.2,24.8,37.5,4.5,40.9,0,13.6,7.1,9.1,87.5,94.8,19.1,92.06,20.5
1/29/2016,13,44,CLE,@,DET,W (+8),35.8,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19,Below,0.522346369,0.530726257,132.4,107.1,25.3,32,8,28.6,2.9,20,12.2,3.6,43.8,52.4,24.4,94.53,15.8
1/30/2016,13,45,CLE,,SAS,W (+14),34.15,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14,Below,0.811127379,0.409956076,131.3,109.4,21.9,33.3,3.5,22.6,3.3,12.5,8.1,6.5,58.8,66.4,32,89.96,22.4
2/1/2016,13,46,CLE,@,IND,W (+5),43.583333333,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1,Above,0.461185468,-0.022944551,107.2,107.1,0.1,23.1,6,17.6,4.9,21.7,13.8,2.9,40.9,45.5,28.6,91.97,15.9
2/3/2016,13,47,CLE,@,CHO,L (-9),39.133333333,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9,Average,0.472742760,-0.229982964,100,109.2,-9.2,28.6,6,20,0,16.2,7.5,3.3,47.6,49.6,29.6,91.99,15.8
2/5/2016,13,48,CLE,,BOS,L (-1),38.083333333,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7,Average,0.459518600,-0.183807440,97.5,104.9,-7.3,23.5,0.67,10,6.5,9.3,7.9,15,39.1,49.2,38.7,102.72,13.3
2/6/2016,13,49,CLE,,NOP,W (+15),36.7,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,8,Average,0.602179837,0.217983651,116.4,104.5,11.9,38.1,4,25.8,0,8.3,3.8,6.5,60,63.3,27.4,87.63,19.6
2/8/2016,13,50,CLE,,SAC,W (+20),30.9,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,16,Below,0.689320388,0.517799353,117.9,94,23.9,50,2.5,31.3,2.9,30,15.4,12.5,53.1,57.7,28.6,104.08,21.4
2/10/2016,13,51,CLE,,LAL,W (+9),36.666666667,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,16,Average,0.736363636,0.436363636,132.5,114.7,17.8,37.9,11,30.6,2.4,16.7,9.1,2.8,61.4,59.9,27.5,99.5,19.8
2/18/2016,13,52,CLE,,CHI,W (+11),34.616666667,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,13,Below,0.675974964,0.375541647,120,98.6,21.4,39.1,4.5,29,6.3,16.7,12.2,6.5,57.9,61.5,28.6,98.45,22.5
2/21/2016,13,53,CLE,@,OKC,W (+23),37.5,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,22,Average,0.581333333,0.586666667,131.1,100,31.1,47.8,2.2,28.9,9.1,8.9,9,13.2,54.5,55.7,31.8,95.38,16.6
2/22/2016,13,54,CLE,,DET,L (-8),37.5,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4,Average,0.104,-0.106666667,96,100,-4,21.7,0.83,16.7,2.9,18.9,11.3,20,27.8,31.8,30.9,96.66,5.4
2/24/2016,13,55,CLE,,CHO,W (+11),30.316666667,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4,Below,0.755360088,0.131940627,111.1,106.5,4.7,36.8,3.5,26.9,3.1,19.4,11.1,7.7,69.2,69.6,27.1,98.96,20.8
2/26/2016,13,56,CLE,@,TOR,L (-2),40.483333333,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10,Average,0.402634829,0.247015233,121.9,108.2,13.7,30.4,1.17,20,2.8,17.9,10.7,17.1,55.6,56.9,33.3,86.54,16.4
2/29/2016,13,57,CLE,,IND,W (+4),36.816666667,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,12,Average,0.622000905,0.325939339,115.5,100,15.5,28.6,0.8,12.5,0,13.9,6.8,15.6,68.2,68.2,33.3,91.91,21.3
3/4/2016,13,58,CLE,,WAS,W (+25),30.383333333,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,15,Below,0.681294569,0.493691717,109.4,87.3,22.1,40,8,27.6,2.9,40,20.3,3.4,41.7,48.1,29.6,100.33,26.8
3/5/2016,13,59,CLE,,BOS,W (+17),36,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4,Average,0.7,0.111111111,123.6,118.1,5.6,40,2,22.2,11.8,18.4,15.3,11.1,57.5,58.4,33.7,96,19.5
3/7/2016,13,60,CLE,,MEM,L (-3),37.633333333,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9,Average,0.581930912,-0.239149690,101.2,115.2,-14,29.4,1.25,16.7,5.9,20.6,13.2,13.3,63.2,66,26.6,102.04,18.8
3/9/2016,13,61,CLE,@,SAC,W (+9),36.55,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16,Average,0.497948016,0.437756498,120.8,100,20.8,27.3,1.2,17.6,10,18.9,14.3,14.7,44.7,54.4,30.1,101.12,17.3
3/10/2016,13,62,CLE,@,LAL,W (+12),34.833333333,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6,Below,0.533971292,0.172248804,127.9,117.4,10.5,30.4,2.33,21.9,6.1,10.3,8.1,9.4,52.8,55.8,32.5,94.41,12.8
3/13/2016,13,63,CLE,@,LAC,W (+24),30.716666667,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16,Below,0.768312534,0.520889853,121,96.7,24.2,27.8,2.5,20.8,3.6,16.7,10.3,8.3,70,74.7,28.4,96.1,23.6
3/14/2016,13,64,CLE,@,UTA,L (-9),36.883333333,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,6,Average,0.507004067,0.162675102,106.2,94,12.1,16.7,1,11.1,15.4,17.1,16.2,11.1,55,55.1,30.8,85.89,20.3
3/18/2016,13,65,CLE,@,ORL,W (+6),35.733333333,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5,Below,0.405783582,-0.139925373,108.2,116.7,-8.4,36.4,2,26.7,3.2,17.1,10.6,13.3,40,51,26.8,97.39,12.9
3/19/2016,13,66,CLE,@,MIA,L (-21),26.633333333,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,1,26,17.8,-23,Below,0.668335419,-0.863579474,105.8,150,-44.2,27.3,1,11.5,0,25,9.4,11.5,65,65,43.4,93.71,16.4
3/21/2016,13,67,CLE,,DEN,W (+33),33.433333333,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,38,Below,0.948155533,1.136590229,149.2,90.8,58.5,44,3.67,30.6,12,24.2,19,8.3,65.8,69.2,33.8,93.32,26.4
3/23/2016,13,68,CLE,,MIL,W (+9),36.916666667,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,0,26,23.1,12,Average,0.625733634,0.325056433,128.8,113.9,14.9,33.3,4,21.6,15.2,3.4,9.7,5.4,43.2,49.2,32.2,94.25,14.6
3/24/2016,13,69,CLE,@,BRK,L (-9),35.066666667,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,2,30,25.5,-8,Below,0.727186312,-0.228136882,101.5,111.6,-10.1,29.4,1.25,19.2,2.9,14.3,8.6,15.4,84.4,84.5,28.4,93.75,24
3/26/2016,13,70,CLE,@,NYK,W (+14),35.766666667,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,20,Below,0.752096925,0.559179870,146.2,113.6,32.5,47.8,5.5,31.4,8.6,20.5,14.9,5.7,52.4,57.1,30.8,87.89,20.1
3/31/2016,13,71,CLE,,BRK,W (+20),30.666666667,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,28,Below,0.792391304,0.913043478,117.6,75.4,42.3,55,1.83,35.5,0,9.3,5.3,19.4,72.7,77.9,26.7,107.22,24.8
4/1/2016,13,72,CLE,@,ATL,W (+2),44.416666667,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,6,Above,0.598874296,0.135084428,100,95.8,4.2,39.1,3,22.5,6.1,26.5,16.3,7.5,48.1,51.4,28.7,104.84,21.9
4/3/2016,13,73,CLE,,CHO,W (+9),40.833333333,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,10,Average,0.700408163,0.244897959,122,113.9,8,44.4,2.4,30,9.4,12.8,11.3,12.5,63.6,66.5,29.5,94.63,18.4
4/5/2016,13,74,CLE,@,MIL,W (+29),28.066666667,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,22,Below,0.641330166,0.783847981,134.5,94.5,40,47.4,2.25,39.1,0,16.1,10.2,17.4,83.3,86,24.1,94.06,20.4
4/9/2016,13,75,CLE,@,CHI,L (-3),38.55,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,7,Average,0.715953307,0.181582361,118.4,112.2,6.3,15.8,0.75,11.5,6.8,9.3,8,15.4,88.2,88,25,93.39,22.3
4/11/2016,13,76,CLE,,ATL,W (+15),32.416666667,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,13,Below,0.996401028,0.401028278,122.4,104.5,17.8,35.3,1.5,22.2,4,14.3,10,14.8,90.6,93.4,29.6,98.47,29.5
10/25/2016,14,1,CLE,,NYK,W (+29),32.383333333,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,19,22.2,26,Below,0.685537828,0.802882141,114.5,76.8,37.7,66.7,3.5,42.4,7.7,19,13.6,12.1,64.3,63.8,22.6,102.27,28.2
10/28/2016,14,2,CLE,@,TOR,W (+3),38.666666667,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0,Average,0.364655172,0,91.3,90.1,1.1,35,1.4,22.6,5.1,12.8,9.3,16.1,50,55,27.3,99.95,16.1
10/29/2016,14,3,CLE,,ORL,W (+6),39,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1,Average,0.523076923,0.025641026,110.4,107.7,2.7,42.9,4.5,29,2.1,12.5,6.9,6.5,50,55.2,24.7,95.38,17.7
11/1/2016,14,4,CLE,,HOU,W (+8),35.85,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,19,16.5,15,Average,0.460251046,0.418410042,137.8,120.8,17,28.6,2,27.6,9.7,25.6,18.6,13.8,54.2,57.9,24.4,97.72,12.3
11/3/2016,14,5,CLE,,BOS,W (+6),36.366666667,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,30,28.5,18,Average,0.783684693,0.494958753,132.5,112,20.5,57.1,6,31.6,2.9,15,9.5,5.3,56.8,62,30.2,100.31,21.3
11/5/2016,14,6,CLE,@,PHI,W (+1),35.866666667,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,25,22,11,Average,0.613382900,0.306691450,105.3,90.8,14.5,73.7,2.8,31.8,2.4,18.9,10.1,11.4,41.3,47.9,35.3,101.71,20.7
11/8/2016,14,7,CLE,,ATL,L (-4),36.866666667,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,23,22.1,7,Average,0.599457505,0.189873418,116.2,106.8,9.5,25,5,20,4.3,20,11.1,4,52.9,59.9,22.7,96.34,20.5
11/11/2016,14,8,CLE,@,WAS,W (+11),38.1,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7,Average,0.532808399,0.183727034,105,97.5,7.5,26.3,0.83,15.2,0,25.6,12.2,18.2,58.3,61.5,29.8,100.14,21.7
11/13/2016,14,9,CLE,,CHO,W (+7),38.7,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,19,13.8,12,Average,0.356589147,0.310077519,109.5,94.5,14.9,34.8,2.67,24.2,0,15.4,7.9,9.1,42.9,43.4,28.4,91.16,14
11/15/2016,14,10,CLE,,TOR,W (+4),38.066666667,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,28,28.3,1,Average,0.743432574,0.026269702,127.3,126,1.3,55.6,3,38.5,0,24.3,12.7,12.8,73.3,72.2,27.3,97.09,20.8
11/18/2016,14,11,CLE,,DET,W (+23),28.05,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21,Below,0.559714795,0.748663102,121.8,83.6,38.2,16.7,1.5,15,0,7.9,4.8,10,67.9,68.5,28.3,94.12,15.5
11/23/2016,14,12,CLE,,POR,W (+12),37.5,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17,Average,0.874666667,0.453333333,150.7,128,22.7,46.4,4.33,33.3,3.1,26.5,15.2,7.7,57.1,63.2,29.9,96,21.4
11/25/2016,14,13,CLE,,DAL,W (+38),29.05,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,19,18.1,33,Below,0.623063683,1.135972461,135,82.8,52.2,52.4,2.75,36.7,0,13.9,7.7,13.3,53.8,62.5,27.5,97.49,19.1
11/27/2016,14,14,CLE,@,PHI,W (+4),41.5,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2,Average,0.587951807,0.048192771,108,108.2,-0.2,56.5,2.6,32.5,3.8,17,10.1,12.5,50,56.6,26.5,99.47,20.1
11/29/2016,14,15,CLE,@,MIL,L (-17),32.883333333,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12,Below,0.249366447,-0.364926508,94.5,115.7,-21.2,30.8,0.57,13.3,0,12.5,6.3,23.3,59.4,57.7,33.3,104.37,6.4
12/1/2016,14,16,CLE,,LAC,L (-19),33.616666667,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20,Below,0.232027764,-0.594942985,93.8,122.7,-28.9,31.3,1,17.2,3,10.8,7.1,17.2,35.7,42.5,32.9,93.53,6.4
12/2/2016,14,17,CLE,@,CHI,L (-6),44.666666667,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,2,27,18.6,-2,Above,0.416417910,-0.044776119,114.4,116.7,-2.2,41.9,1.63,30.2,0,11.6,6.1,18.6,61.4,61.4,30.9,96.72,12.7
12/5/2016,14,18,CLE,@,TOR,W (+4),42.016666667,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9,Average,0.687822293,0.214200714,128.9,119.5,9.4,28,7,18.9,7.7,10.6,9.3,2.7,50,56.7,29.7,94.25,18.5
