Date,Season,G,Tm,@,Opp,Result,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,MP-binned,GmSc/min,PM/min,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE
2/13/2005,2,47,CLE,,LAL,W (+14),45.7,8,20,0.4,0,0,,9,10,0.9,2,6,8,9,3,1,3,3,25,22.8,9,Above,0.498905908,0.196936543,109.2,98.9,10.3,32.1,3,24.3,5.6,12,9.3,8.1,40,51.2,28.9,91.38,16.6
2/16/2005,2,48,CLE,,ATL,W (+22),37,11,20,0.55,2,2,1,4,5,0.8,0,5,5,6,3,0,3,0,28,23.7,27,Average,0.640540541,0.729729730,131.9,95.8,36.2,22.2,2,19.4,0,11.4,5.7,9.7,60,63.1,26.9,92.76,19.3
2/17/2005,2,49,CLE,@,MIN,L (-6),41.033333333,10,19,0.526,1,2,0.5,5,6,0.833,2,5,7,8,1,0,2,0,26,23.8,-1,Average,0.580016247,-0.024370431,98.7,97.4,1.3,40,4,25,4.3,12.8,8.1,6.3,55.3,60.1,27.3,88.9,21.4
2/23/2005,2,50,CLE,,CHI,W (+9),44.316666667,8,17,0.471,1,1,1,10,15,0.667,1,5,6,11,5,0,3,2,27,27.4,7,Above,0.618277548,0.157954118,104.5,97.7,6.8,47.8,3.67,28.9,2.4,12.2,7.2,7.9,50,57.2,26.5,95.86,23.5
2/25/2005,2,51,CLE,@,IND,L (-24),40.483333333,9,25,0.36,0,1,0,3,4,0.75,3,4,7,5,2,1,2,0,21,14.2,-11,Average,0.350761630,-0.271716756,98.6,115.1,-16.4,23.8,2.5,15.2,5.6,11.4,7.9,6.1,36,39.2,27.2,87.15,12.1
2/27/2005,2,52,CLE,@,NJN,L (-6),45.083333333,9,20,0.45,1,2,0.5,9,10,0.9,1,3,4,7,2,0,5,4,28,19.1,-10,Above,0.423659889,-0.221811460,100,111.5,-11.5,30.4,1.4,19.4,2,6.5,4.2,13.9,47.5,57.4,25.7,92.63,14.2
2/28/2005,2,53,CLE,,SAS,L (-2),44.683333333,6,22,0.273,1,4,0.25,7,10,0.7,1,7,8,7,0,0,2,3,20,10.3,2,Above,0.230511003,0.044759418,102.3,100,2.3,23.3,3.5,19.4,2.1,15.2,8.6,5.6,29.5,37.9,28.7,94.53,7.9
3/2/2005,2,54,CLE,,SEA,L (-17),40.85,11,20,0.55,5,7,0.714,5,8,0.625,0,5,5,5,0,0,4,2,32,21.4,-7,Average,0.523867809,-0.171358629,106.8,118.1,-11.2,27.8,1.25,15.6,0,15.2,6.9,12.5,67.5,68,31,85.19,21.5
3/4/2005,2,55,CLE,@,PHI,L (-9),39.95,12,21,0.571,0,1,0,10,12,0.833,1,6,7,7,4,0,6,1,34,28.3,-10,Average,0.708385482,-0.250312891,89.4,98.9,-9.4,46.7,1.17,17.9,2.8,15.8,9.5,15.4,57.1,64.7,33.3,103.33,25.8
3/6/2005,2,56,CLE,,MIA,L (-20),40.233333333,9,19,0.474,0,1,0,5,7,0.714,0,4,4,5,2,0,1,1,23,17.8,-17,Average,0.442419221,-0.422535211,92,111.7,-19.7,26.3,5,17.9,0,8.7,4.5,3.6,47.4,52.1,26.4,90.67,15.4
3/8/2005,2,57,CLE,,ORL,W (+19),40.616666667,9,22,0.409,2,6,0.333,3,4,0.75,0,7,7,8,1,1,1,3,23,18,18,Average,0.443167829,0.443167829,118.2,92.4,25.8,29.6,8,25,0,17.9,9.5,3.1,45.5,48.4,27.6,92.18,15.5
3/13/2005,2,58,CLE,,IND,W (+12),42.85,12,23,0.522,1,5,0.2,10,11,0.909,2,3,5,5,1,0,4,1,35,25.7,12,Above,0.599766628,0.280046674,117.3,102.7,14.6,25,1.25,13.5,4.3,7.1,5.6,10.8,54.3,62.9,33.7,83.45,27.2
3/15/2005,2,59,CLE,,UTA,W (+19),34.183333333,11,15,0.733,2,5,0.4,12,16,0.75,2,7,9,2,0,1,1,1,36,32.5,22,Below,0.950755729,0.643588493,111.1,78.7,32.4,18.2,2,8,6.3,16.7,12.2,4,80,81.7,30.7,87.06,54.9
3/16/2005,2,60,CLE,@,MIL,L (-8),45.116666667,13,26,0.5,4,9,0.444,4,7,0.571,1,6,7,6,1,0,5,0,34,22.5,-14,Above,0.498707056,-0.310306612,97.6,114.6,-17.1,28.6,1.2,15,1.9,16.2,7.9,12.5,57.7,58.5,34.7,87.24,17.7
3/18/2005,2,61,CLE,,PHI,L (-12),46,3,20,0.15,0,4,0,10,12,0.833,0,8,8,8,4,0,4,0,16,10.4,-8,Above,0.226086957,-0.173913043,82.6,91.3,-8.7,33.3,2,21.1,0,15.1,6.8,10.5,15,31.6,25.9,96,11.2
3/20/2005,2,62,CLE,@,TOR,L (-7),48,18,36,0.5,6,12,0.5,14,15,0.933,2,8,10,5,2,0,4,0,56,42.9,-7,Above,0.89375,-0.145833333,111.4,118,-6.6,29.4,1.25,9.6,4.3,17.8,10.9,7.7,58.3,65.7,47,88.5,30.3
3/22/2005,2,63,CLE,,DET,W (+15),42.933333333,11,24,0.458,2,7,0.286,5,8,0.625,1,5,6,6,1,0,0,1,29,22.4,21,Above,0.521739130,0.489130435,106.4,79.5,26.9,26.1,0,18.2,2.6,10.4,7,0,50,52.7,31.4,87.2,21.8
3/24/2005,2,64,CLE,@,HOU,L (-19),41.783333333,7,22,0.318,1,4,0.25,4,7,0.571,0,4,4,8,1,0,2,1,19,10.6,-17,Average,0.253689669,-0.406860790,90,111.3,-21.3,36.4,4,22.9,0,10.8,4.8,5.7,34.1,37.9,30.7,91.9,7.1
3/26/2005,2,65,CLE,@,DAL,L (-31),35.65,7,17,0.412,0,2,0,5,6,0.833,1,3,4,6,0,0,3,1,19,11.9,-24,Below,0.333800842,-0.673211781,94.2,129,-34.8,35.3,2,20.7,2.6,9.1,5.6,10.3,41.2,48.4,28.8,92.9,9.9
3/28/2005,2,66,CLE,@,NOH,W (+1),53,16,29,0.552,3,10,0.3,9,11,0.818,2,4,6,3,4,0,10,3,44,26.8,1,Above,0.505660377,0.018867925,111.2,112.5,-1.3,14.3,0.3,6.5,4.3,8.5,6.5,21.7,60.3,65,39.4,87.85,15.6
3/29/2005,2,67,CLE,,LAC,W (+10),40.783333333,7,20,0.35,2,8,0.25,6,7,0.857,0,7,7,5,2,1,1,0,22,17.7,11,Average,0.434000817,0.269718022,106.7,92,14.7,25,5,17.2,0,17.9,8.8,3.4,40,47.7,27.3,88.27,17.2
3/31/2005,2,68,CLE,@,CHI,L (-12),53,10,28,0.357,1,4,0.25,5,11,0.455,4,2,6,7,4,2,3,5,26,16.7,-12,Above,0.315094340,-0.226415094,91.8,105.2,-13.3,30.4,2.33,16.3,7.1,4.1,5.7,7,37.5,39.6,31.6,88.3,7.9
4/1/2005,2,69,CLE,,SAC,L (-19),44.15,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,2,35,27.2,-15,Above,0.616081540,-0.339750849,119.8,140.5,-20.7,40.9,1.29,21.4,0,21.1,11,16.7,66.7,68.9,34.7,92.41,17.6
4/3/2005,2,70,CLE,,DAL,W (+20),48,10,23,0.435,4,8,0.5,13,13,1,2,8,10,7,2,1,6,3,37,29.1,20,Above,0.60625,0.416666667,108.7,87.9,20.8,29.2,1.17,17.1,3.9,14.8,9.5,14.6,52.2,64.4,29.8,91.5,24.8
4/5/2005,2,71,CLE,,NJN,L (-31),39.833333333,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,2,24,16,-21,Average,0.401673640,-0.527196653,101.4,131.4,-30,22.2,0.67,12.9,5.3,21.9,12.9,19.4,55.3,55.5,31.8,84.35,12.3
4/6/2005,2,72,CLE,@,IND,L (-21),33.283333333,9,18,0.5,0,3,0,2,4,0.5,2,2,4,3,1,0,2,2,20,12.5,-15,Below,0.375563345,-0.450676014,93.4,122,-28.6,21.4,1.5,12,5,7.4,6,8,50,50.6,30.1,86.55,11.9
4/8/2005,2,73,CLE,@,PHI,L (-5),48,12,30,0.4,2,6,0.333,11,11,1,4,9,13,7,5,0,5,1,37,30.8,-5,Above,0.641666667,-0.104166667,98,104,-6,30.4,1.4,14.9,7.5,18.4,12.7,10.6,43.3,53.1,33.9,99.5,23.2
4/9/2005,2,74,CLE,,MIL,W (+17),46.583333333,15,26,0.577,7,13,0.538,3,3,1,1,9,10,10,2,1,3,2,40,37.1,13,Above,0.796422182,0.279069767,113.3,98.8,14.5,38.5,3.33,25,2.2,22.5,11.6,7.5,71.2,73.2,30.6,85.01,31.8
4/11/2005,2,75,CLE,@,ORL,W (+8),48,12,23,0.522,1,6,0.167,8,10,0.8,1,6,7,6,5,1,2,4,33,29.7,8,Above,0.61875,0.166666667,121.3,112.8,8.5,18.8,3,17.6,1.9,14.6,7.4,5.9,54.3,60.2,23.7,94,19.7
4/14/2005,2,76,CLE,,NYK,L (-6),41.516666667,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,3,27,19.2,1,Average,0.462464874,0.024086712,102.5,100,2.5,28,1.75,16.3,1.9,44.7,20,9.3,36,43.3,35,91.91,19.6
4/15/2005,2,77,CLE,@,WAS,L (-8),48,16,33,0.485,1,6,0.167,5,8,0.625,2,4,6,6,1,0,1,3,38,25.7,-8,Above,0.535416667,-0.166666667,122,129.3,-7.4,23.1,6,14.3,3.5,11.4,6.5,2.4,50,52,31,91.5,14.2
4/17/2005,2,78,CLE,@,DET,L (-3),45.2,12,35,0.343,2,7,0.286,11,14,0.786,3,8,11,6,0,1,1,0,37,24.5,-6,Above,0.542035398,-0.132743363,101.3,108.9,-7.6,31.6,6,13,5.4,18.6,11.1,2.2,37.1,44.9,40,83.89,20.8
4/19/2005,2,79,CLE,,BOS,W (+14),46.1,13,27,0.481,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,3,32,25.7,13,Above,0.557483731,0.281995662,108.1,94.1,14,24,2,16.2,2.4,15.6,9.3,8.1,51.9,54.8,29.2,89.03,21.6
4/20/2005,2,80,CLE,@,TOR,W (+9),48,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,27,26,9,Above,0.541666667,0.1875,110.6,103.3,7.4,50,7,32.6,3.8,27.3,14.6,4.7,47.8,49.3,25.7,93,22.1
11/2/2005,3,1,CLE,,NOK,W (+22),33.383333333,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,31,24.9,22,Below,0.745881178,0.659011483,127,92.1,34.9,23.5,1.33,15.4,4.2,5.4,4.9,11.5,75,79.4,31,90.58,23.4
11/4/2005,3,2,CLE,@,SAS,L (-26),36.566666667,7,16,0.438,0,3,0,6,7,0.857,0,6,6,4,0,1,3,3,20,12.3,-19,Average,0.336371923,-0.519598906,90.4,116.4,-26,23.5,1.33,15.4,0,20,8,11.5,43.8,52.4,26.2,95.82,11.6
11/5/2005,3,3,CLE,@,MEM,L (-7),40.85,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,36,24.9,-3,Average,0.609547124,-0.073439412,117.7,120,-2.3,28.6,3,15.4,0,7.4,2.8,5.1,55.2,57.7,35.9,93.41,15.6
11/7/2005,3,4,CLE,@,TOR,W (+12),36.466666667,9,17,0.529,0,2,0,9,12,0.75,0,3,3,6,1,2,1,3,27,22.8,0,Average,0.625228519,0,108.8,108.8,0,35.3,6,20,0,8.8,4.8,3.3,52.9,60.6,30.8,89.51,19.5
11/9/2005,3,5,CLE,,SEA,W (+27),35.633333333,10,18,0.556,0,2,0,11,11,1,1,4,5,1,0,1,4,1,31,21.3,25,Below,0.597754911,0.701590271,133.8,97.1,36.8,5,0.25,3.6,4,9.5,7.5,14.3,55.6,67.9,31.8,91.6,20
11/11/2005,3,6,CLE,,MEM,W (+19),25.666666667,5,11,0.455,0,1,0,6,6,1,1,5,6,2,3,1,3,5,16,12.6,24,Below,0.490909091,0.935064935,110.6,57.1,53.5,14.3,0.67,10.5,3.8,17.2,10.9,15.8,45.5,58.7,29.3,89.77,29.9
11/13/2005,3,7,CLE,@,ORL,W (+8),48.9,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,26,15.5,7,Above,0.316973415,0.143149284,110.9,104.4,6.5,10,1.5,10.3,0,12.8,6.2,6.9,47.5,52.3,25.7,89.82,9.9
11/15/2005,3,8,CLE,,WAS,W (+15),42.433333333,15,23,0.652,2,3,0.667,5,5,1,1,9,10,4,0,2,3,1,37,31.1,17,Above,0.732914375,0.400628437,117.6,97.6,20,17.4,1.33,12.9,2.3,19.1,11,9.7,69.6,73.4,27.6,96.15,25.3
11/18/2005,3,9,CLE,,ORL,W (+18),33.933333333,6,17,0.353,0,3,0,4,6,0.667,1,5,6,4,2,0,4,2,16,7.9,25,Below,0.232809430,0.736738703,136.1,96.7,39.4,14.8,1,14.8,2.7,18.5,9.4,14.8,35.3,40.7,28.8,85.58,7.7
11/19/2005,3,10,CLE,@,PHI,W (+3),46.85,14,24,0.583,0,2,0,8,10,0.8,2,9,11,10,1,1,5,1,36,31.4,8,Above,0.670224120,0.170757737,124.2,117.3,6.9,34.5,2,23.3,4.2,21.4,12.2,11.6,58.3,63.4,28,100.92,18.5
11/22/2005,3,11,CLE,,BOS,W (+22),40.983333333,13,20,0.65,1,3,0.333,9,11,0.818,0,5,5,4,2,2,1,4,36,31.5,14,Average,0.768605124,0.341602277,114.1,98.8,15.3,20,4,14.3,0,10.2,5.4,3.6,67.5,72.5,25.5,98.97,23.3
11/24/2005,3,12,CLE,@,IND,L (-22),43.033333333,6,20,0.3,0,4,0,7,11,0.636,1,9,10,4,5,1,6,4,19,10.1,-18,Above,0.234701782,-0.418280403,87.5,110,-22.5,21.1,0.67,11.4,2.7,23.7,13.3,17.1,30,38.2,34.4,89.23,9.3
11/26/2005,3,13,CLE,,MIN,L (-4),44.066666667,13,29,0.448,6,11,0.545,6,6,1,2,3,5,2,4,0,2,2,38,27.8,-3,Above,0.630862330,-0.068078669,101.3,106.5,-5.2,14.3,1,5.7,3.6,9.1,5.6,5.7,55.2,60.1,33,84.42,25.9
11/30/2005,3,14,CLE,,LAC,W (+7),49.933333333,7,20,0.35,0,3,0,14,17,0.824,0,7,7,9,1,1,6,1,28,19.3,6,Above,0.386515354,0.120160214,108.2,102,6.1,37.5,1.5,20.9,0,13.2,7,14,35,50.9,30.6,94.21,15
12/2/2005,3,15,CLE,@,SEA,L (-7),45.116666667,14,27,0.519,0,5,0,6,8,0.75,0,3,3,8,1,3,1,1,34,28.1,-2,Above,0.622829701,-0.044329516,121.8,121.3,0.5,36.4,8,20.5,0,7.3,3.8,2.6,51.9,55.7,32,93.62,16.4
12/3/2005,3,16,CLE,@,LAC,L (-12),44.683333333,8,25,0.32,3,5,0.6,11,14,0.786,0,5,5,6,1,1,1,3,30,19.7,-11,Above,0.440880269,-0.246176800,98.8,113.1,-14.3,28.6,6,15.4,0,13.2,5.2,2.6,38,48.1,32.7,90.77,13
12/6/2005,3,17,CLE,@,SAC,W (+5),44.316666667,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,30,21.8,3,Above,0.491914253,0.067694622,107,103.5,3.5,27.3,1.2,15,5,9.8,7.4,12.5,45.7,53,34.7,93.15,15.8
12/9/2005,3,18,CLE,,NJN,L (-9),44.816666667,11,26,0.423,0,4,0,10,15,0.667,2,4,6,3,0,1,7,3,32,13.4,-4,Above,0.298995909,-0.089252510,107,112.9,-6,15,0.43,7.1,4.7,12.1,7.9,16.7,42.3,49.1,39.8,91.58,7
12/10/2005,3,19,CLE,@,MIL,L (-5),42.8,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,52,42.9,-3,Above,1.002336449,-0.070093458,119,122.6,-3.6,43.8,2.33,16.3,0,16.7,9.6,7,74.1,77.8,40.4,94.21,31.5
12/13/2005,3,20,CLE,,ATL,L (-6),45.133333333,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,39,26.9,-4,Above,0.596011817,-0.088626292,104.5,110.3,-5.8,28.6,1,14.3,0,22.2,11.1,14.3,63,64.9,35,93.07,21.4
12/15/2005,3,21,CLE,,DEN,W (+9),45.1,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,26,20.9,16,Above,0.463414634,0.354767184,109.5,91.6,18,39.1,3,28.1,0,8,4.9,9.4,63.9,63,25,88.87,19.8
12/17/2005,3,22,CLE,,MIA,W (+8),46.383333333,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,3,41,36.4,9,Above,0.784764642,0.194035214,120.7,112.1,8.6,38.5,2.5,25.6,0,10.4,5.6,10.3,68.4,78.7,29,94.69,22.3
12/20/2005,3,23,CLE,,UTA,W (+25),28.916666667,8,12,0.667,1,1,1,8,9,0.889,2,4,6,4,3,2,5,1,25,23.8,20,Below,0.823054755,0.691642651,131.5,91.1,40.4,22.2,0.8,16,11.8,15.4,14,20,70.8,78.3,35.6,91.3,26.7
12/22/2005,3,24,CLE,@,CHI,W (+8),43.85,12,25,0.48,4,6,0.667,9,13,0.692,0,5,5,6,4,0,2,2,37,29.6,15,Above,0.675028506,0.342075257,120.2,101.2,19.1,35.3,3,15.4,0,12.8,6,5.1,56,60.2,34.4,92.5,19.5
12/23/2005,3,25,CLE,,IND,W (+5),43.85,4,16,0.25,0,1,0,6,11,0.545,1,7,8,9,1,0,3,1,14,9.1,1,Above,0.207525656,0.022805017,97.6,97.6,0,39.1,3,27.3,2.3,14.6,8.7,9.1,25,33.6,24.7,92.5,8.7
12/26/2005,3,26,CLE,,CHI,W (+11),44.966666667,12,25,0.48,0,5,0,8,12,0.667,1,7,8,6,2,2,2,0,32,26.1,14,Above,0.580429948,0.311341735,109.1,94.3,14.8,25,3,15.8,2.4,13.7,8.7,5.3,48,52.8,32.7,93.4,18.5
12/27/2005,3,27,CLE,@,NJN,L (-5),40.3,12,21,0.571,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,3,31,25.7,-2,Average,0.637717122,-0.049627792,100,103.9,-3.9,40,2,22.2,2.6,21.4,12.5,11.1,59.5,62.1,32.2,92.31,25.1
12/31/2005,3,28,CLE,,DET,W (+13),44.55,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,2,30,24.9,5,Above,0.558922559,0.112233446,102.4,97.6,4.8,33.3,1.4,18.9,2.3,12,7.4,13.5,54.5,59.8,31.6,89.96,23.3
1/4/2006,3,29,CLE,@,MIL,W (+7),45.7,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,1,32,29.2,8,Above,0.638949672,0.175054705,94.5,85.7,8.8,55,2.75,23.4,3.9,17.3,10.7,8.5,44.8,49.9,34.6,95.58,28
1/5/2006,3,30,CLE,,HOU,L (-9),44.25,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,4,32,25.7,-10,Above,0.580790960,-0.225988701,96.3,108.8,-12.5,27.8,1.67,16.7,2.2,20,10.6,10,76.3,73.9,26.9,86.8,23.5
1/7/2006,3,31,CLE,,MIL,W (+8),45.2,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,1,35,30.6,4,Above,0.676991150,0.088495575,102.4,100,2.4,33.3,0,19.4,3.8,11.4,7.3,0,70.5,67.4,24.5,89.2,25
1/10/2006,3,32,CLE,,NYK,L (-8),46,14,31,0.452,0,7,0,8,11,0.727,0,7,7,7,0,1,1,0,36,25.4,-2,Above,0.552173913,-0.043478261,95.5,98.9,-3.4,38.9,7,16.3,0,15.9,7.2,2.3,45.2,50.2,36,91.3,25.4
1/12/2006,3,33,CLE,@,LAL,L (-1),40.1,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,2,28,16.1,5,Average,0.401496259,0.124688279,119.2,112.3,6.8,37.5,1.8,22.5,0,6.1,3.2,12.5,54.5,53.9,38.8,87.38,11.3
1/14/2006,3,34,CLE,@,PHO,L (-9),43.75,18,28,0.643,5,8,0.625,5,5,1,0,7,7,8,1,0,1,1,46,40.9,-5,Above,0.934857143,-0.114285714,125,129.6,-4.6,36.4,8,21.1,0,17.9,8.6,2.6,73.2,76.2,32.3,88.32,24.9
1/15/2006,3,35,CLE,@,POR,L (-2),41.316666667,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,3,29,23.1,12,Average,0.559096410,0.290439693,110.8,97.2,13.6,35,3.5,17.9,4.9,26.2,15.7,5.1,40.4,47,38.1,84.8,24.7
1/18/2006,3,36,CLE,@,DEN,L (-1),41.583333333,7,20,0.35,2,6,0.333,8,15,0.533,2,9,11,9,0,0,2,5,24,16.4,-3,Average,0.394388778,-0.072144289,92.5,98.7,-6.2,47.4,4.5,24.3,4.1,17.6,11,5.4,40,45.1,29.2,91.18,15.7
1/20/2006,3,37,CLE,@,GSW,L (-20),35.2,5,22,0.227,0,3,0,4,6,0.667,1,8,9,6,0,0,6,3,14,-0.1,-9,Below,-0.002840909,-0.255681818,90,107.5,-17.5,27.3,1,16.2,2.3,24.2,11.7,16.2,22.7,28.4,34.8,93.41,0.4
1/21/2006,3,38,CLE,@,UTA,W (+18),42.783333333,19,35,0.543,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,4,51,37.8,20,Above,0.883521621,0.467471757,122,100,22,50,2.67,16,0,12.5,6.9,6,60,64,47.7,91.44,28.4
1/24/2006,3,39,CLE,,IND,W (+30),35.366666667,7,21,0.333,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,23,20,33,Below,0.565504241,0.933081998,105.7,58.6,47.1,40,8,23.5,0,15.6,8.9,2.9,38.1,45.3,34.2,94.99,25.3
1/25/2006,3,40,CLE,@,ATL,W (+9),45.9,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,38,30.2,10,Above,0.657952070,0.217864924,122.4,106.8,15.5,30,1.2,14.6,2.5,20.5,11.4,12.2,52.3,61.7,35.7,90.45,20.6
1/27/2006,3,41,CLE,@,IND,W (+4),45.1,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,1,30,23.6,4,Above,0.523281596,0.088691796,107.2,102.4,4.8,50,1.5,21.4,2.4,16.2,9,14.3,54.3,56.6,35.1,88.34,20.2
1/29/2006,3,42,CLE,,PHO,W (+7),42.75,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,1,44,29.6,5,Above,0.692397661,0.116959064,114.8,109.1,5.7,36.8,1.17,13.7,2.2,25.6,12.9,11.8,56.1,57.5,42.3,98.81,21.9
1/30/2006,3,43,CLE,@,CHA,W (+12),31.566666667,11,19,0.579,2,6,0.333,6,11,0.545,1,5,6,6,5,1,4,2,30,26.4,30,Below,0.836325238,0.950369588,127.4,79,48.4,33.3,1.5,17.6,3.4,13.5,9.1,11.8,63.2,62.9,36.8,94.27,26.9
2/1/2006,3,44,CLE,,NJN,W (+6),44.433333333,8,21,0.381,0,2,0,10,12,0.833,0,11,11,10,1,1,4,2,26,20.9,5,Above,0.470367592,0.112528132,97.7,92,5.7,45.5,2.5,25,0,24.4,13.1,10,38.1,49.5,31.3,93.98,20
2/2/2006,3,45,CLE,@,MIA,L (-28),39.3,12,29,0.414,2,5,0.4,3,3,1,1,4,5,7,1,0,1,0,29,20.3,-15,Average,0.516539440,-0.381679389,88.3,109.2,-20.9,46.7,7,18.4,2.1,12.5,6.3,2.6,44.8,47.8,35.2,93.44,19.4
2/4/2006,3,46,CLE,,PHI,L (-5),47.183333333,10,17,0.588,2,7,0.286,9,10,0.9,2,2,4,6,2,1,4,0,31,27.6,-7,Above,0.584952314,-0.148357471,103.3,111.1,-7.8,25,1.5,19.4,4.4,5,4.7,12.9,64.7,72.4,23.6,91.56,19.7
2/6/2006,3,47,CLE,,MIL,W (+3),45.35,9,20,0.45,2,7,0.286,2,4,0.5,0,9,9,12,0,2,4,4,22,17.7,-3,Above,0.390297685,-0.066152150,98.8,103.7,-4.9,48,3,31.6,0,18.4,10.1,10.5,50,50.6,28.3,86.26,16.3
2/8/2006,3,48,CLE,@,MIN,W (+6),45.633333333,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,3,35,22.7,10,Above,0.497443389,0.219138057,109.2,97.7,11.5,44.4,0,16,2.1,18.9,10.9,0,33.8,42.2,41.2,91.51,19
2/10/2006,3,49,CLE,@,WAS,L (-12),45.383333333,6,23,0.261,0,3,0,6,8,0.75,1,8,9,8,1,0,2,2,18,10.4,-13,Above,0.229159016,-0.286448770,106.2,119.3,-13.1,32,4,21.6,2,23.5,10.8,5.4,26.1,33.9,31.5,86.73,7.9
2/11/2006,3,50,CLE,,GSW,L (-8),43.8,10,17,0.588,5,6,0.833,8,8,1,1,4,5,6,1,2,2,5,33,29.6,-15,Above,0.675799087,-0.342465753,102.5,119.8,-17.3,31.6,3,21.4,2.3,10.8,6.2,7.1,73.5,80.4,23.7,88.22,24.8
2/13/2006,3,51,CLE,,SAS,W (+14),40.716666667,19,33,0.576,1,3,0.333,5,8,0.625,2,1,3,5,4,0,2,0,44,34.5,12,Average,0.847318870,0.294719607,124.3,104.2,20.1,26.3,2.5,11.6,4.9,3.6,4.3,4.7,59.1,60.2,43.7,83.71,30.5
2/15/2006,3,52,CLE,@,BOS,W (+4),53.916666667,16,32,0.5,0,5,0,11,15,0.733,1,11,12,11,2,4,2,5,43,37.9,5,Above,0.702936631,0.092735703,110,107.1,2.9,45.8,5.5,21.6,1.8,24.4,12,3.9,50,55.7,34.5,88.13,27.1
2/21/2006,3,53,CLE,,ORL,W (+13),42.85,10,24,0.417,1,5,0.2,5,7,0.714,0,2,2,9,1,2,2,0,26,19.7,21,Above,0.459743291,0.490081680,125.6,101.3,24.3,33.3,4.5,23.7,0,5.1,2.6,5.3,43.8,48,32.6,86.25,14.6
2/22/2006,3,54,CLE,@,PHI,L (-9),43.116666667,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,33,21.8,-7,Above,0.505604948,-0.162350213,104.3,115.4,-11.1,21.7,0.83,12.5,6.1,7.9,6.9,15,56.3,58.1,32.1,102.97,12.8
2/24/2006,3,55,CLE,,WAS,L (-8),47.766666667,7,21,0.333,3,8,0.375,8,19,0.421,0,7,7,9,1,0,4,2,25,13.3,-8,Above,0.278436846,-0.167480809,102.2,113.3,-11.2,33.3,2.25,20.9,0,14.9,7.7,9.3,40.5,42.6,34,91.43,7
2/26/2006,3,56,CLE,@,DET,L (-12),37.766666667,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,3,22,15,-17,Average,0.397175640,-0.450132392,79.5,104.2,-24.7,50,2.33,23.3,2.6,21.1,11.7,10,50,51.6,28,92.14,17
2/27/2006,3,57,CLE,,DET,L (-12),46.566666667,9,22,0.409,0,3,0,8,10,0.8,1,3,4,6,0,1,5,0,26,14.9,-10,Above,0.319971367,-0.214745884,90,101.2,-11.2,33.3,1.2,16.2,2.3,5.7,4.2,13.5,40.9,49.2,34.4,82.98,12.3
3/1/2006,3,58,CLE,,SAC,L (-7),44.666666667,7,21,0.333,1,4,0.25,4,7,0.571,1,6,7,12,1,2,5,1,19,13.8,-5,Above,0.308955224,-0.111940299,100,107.1,-7.1,44.4,2.4,29.3,2.3,18.8,9.2,12.2,35.7,39.5,29.9,90.81,10.9
3/2/2006,3,59,CLE,@,CHI,W (+1),46.616666667,11,27,0.407,0,3,0,11,13,0.846,2,9,11,8,0,1,5,4,33,21.5,4,Above,0.461208438,0.085806221,97.8,94.5,3.3,36.4,1.6,17.4,4.2,18,11.2,10.9,40.7,50.4,37.6,94.22,18.5
